sku;categories;enabled;erp_artikelomschrijving;erp_brutoprijs-EUR;erp_btwcode;erp_eancode;erp_eenheid_verkoopaantal;erp_extra_artikelinformatie;erp_gewicht;erp_gewicht-unit;erp_merk;erp_vervangend_artikel;erp_voorlopend_artikelnummer_1;erp_voorlopend_artikelnummer_2;erp_voorlopend_artikelnummer_3;erp_voorlopend_artikelnummer_4;family;pim_aansluiting_hart_op_hart;pim_aansluiting_hart_op_hart-unit;pim_aantal_aandrijfschakels;pim_aantal_bewegingen_min;pim_aantal_in_machine;pim_aantal_lagen;pim_aantal_tanden;pim_accuduur_boost_snelheid;pim_accuduur_hoge_snelheid;pim_accuduur_lage_snelheid;pim_accuspanning;pim_accuspanning-unit;pim_afmetingen;pim_artikelnaam;pim_artikelstatus;pim_asgat;pim_asgat-unit;pim_bandenmaat;pim_binnendoorsnee_band;pim_binnendoorsnee_band-unit;pim_blaaspijpen;pim_blaaspijpen-unit;pim_bladaansluiting;pim_bladbreedte;pim_bladbreedte-unit;pim_bladlengte_cm;pim_bladmodel;pim_bladpuntbescherming;pim_blad_dikte_mm;pim_blad_dikte_mm-unit;pim_breedte;pim_breedte-unit;pim_buitendoorsnee_band;pim_buitendoorsnee_band-unit;pim_capaciteit;pim_centreergaten;pim_centreergaten-unit;pim_diameter;pim_diameter-unit;pim_diepte;pim_diepte-unit;pim_dikte;pim_dikte-unit;pim_dikte_aandrijfschakel;pim_dikte_aandrijfschakel-unit;pim_draaddiameter;pim_draaddoorvoer;pim_draaibare_handgreep;pim_draaiing;pim_draairichting;pim_ergonomische_stuurbeugel;pim_functies;pim_gebruiksduur;pim_gebruikstoepassing;pim_geluidsniveau;pim_geluidsniveau-unit;pim_geluidsniveau_in_gebruik;pim_geluidsniveau_in_gebruik-unit;pim_geluidsvermogen;pim_geluidsvermogen-unit;pim_geschikt_voor;pim_geschikt_voor_merk;pim_geschikt_voor_type;pim_gewicht;pim_gewicht_met_accu;pim_gewicht_met_accu-unit;pim_gewicht_zonder_accu;pim_gewicht_zonder_accu-unit;pim_groefbreedte;pim_groefbreedte-unit;pim_handgreephoogtes;pim_highvisibility;pim_hoogte;pim_hoogte-unit;pim_inhoud_opvangbak;pim_inhoud_opvangbak-unit;pim_instelbare_maaihoogte;pim_inwendige_schakelbreedte;pim_inwendige_schakelbreedte-unit;pim_kettinggeleider;pim_kettingsnelheid;pim_kettingsnelheid-unit;pim_kettingsteek;pim_kettingtype;pim_klasse;pim_kleur;pim_kleur_montuur;pim_lengte;pim_lengte-unit;pim_luchtdebiet;pim_luchtsnelheid;pim_luchtsnelheid-unit;pim_maaibereik;pim_maaibereik-unit;pim_maaibreedte_cm;pim_maat;pim_materiaal;pim_materiaal_van_maaidek;pim_max_takdikte;pim_max_takdikte-unit;pim_meegeleverd-nl_NL-sdl;pim_merknaam;pim_mesopening;pim_mesopening-unit;pim_mestype;pim_met_accu_lader;pim_minimale_bestelhoeveelheid;pim_motortype;pim_niet_meegeleverd-nl_NL-sdl;pim_noodstop;pim_normering;pim_onbelaste_snelheid;pim_oplaadtijd;pim_oplaadtijd-unit;pim_opvangzak;pim_opvangzak-unit;pim_opvangzak_achter;pim_opvangzak_achter-unit;pim_parkeerrem;pim_reflecterende_strepen;pim_rollengte;pim_rollengte-unit;pim_schakellengte;pim_schakellengte-unit;pim_schoepenwiel;pim_schoepenwiel-unit;pim_serie;pim_snelheid;pim_snelheidsinstelling;pim_snelheidsregeling;pim_snijcapaciteit;pim_snijhoogte;pim_snr_waarde;pim_snr_waarde-unit;pim_soft_start;pim_soort_ketting;pim_stof;pim_tandafstand_van_mes;pim_tandafstand_van_mes-unit;pim_toerental;pim_totale_lengte;pim_totale_lengte-unit;pim_transmissie;pim_transportwielen;pim_trillingen;pim_type;pim_uitvoering;pim_veiligheidsklasse;pim_ventury_jet;pim_vermogen;pim_verpakking;pim_verpakt_per;pim_verstelbare_blaasrichting;pim_voor_maaidraad_rond;pim_voor_maaidraad_stervormig;pim_voor_maaidraad_tot;pim_voor_maaidraad_vierkant;pim_voor_maaikop;pim_voor_type;pim_vorm;pim_waterafstotend;pim_werkbreedte;pim_werkbreedte-unit;pim_werkbreedte_min_max;pim_werking_van_messen;pim_wielaandrijving;pim_wijze_van_aandrijving;pim_zelfrijsnelheid;pim_zelfrijsnelheid-unit;pim_zoekwoorden;product_documents;product_document_1;product_document_2;product_document_3;product_document_4;product_document_5;product_document_6;product_document_7;product_document_8;product_document_9;product_document_10;product_images;product_image_1;product_image_2;product_image_3;product_image_4;product_image_5;product_image_6;product_image_7;product_image_8;product_image_9;product_image_10;product_video_1;SUBSTITUTION-groups;SUBSTITUTION-products;SUBSTITUTION-product_models;UPSELL-groups;UPSELL-products;UPSELL-product_models;X_SELL-groups;X_SELL-products;X_SELL-product_models
20100083;alle_producten,be15001600,be15020005,dl_ego,ego15001600,ego15020005,sdl15020005,tmc15020005;1;Ego heggenschaar htx6500 0260072002;329.75;2;06924969112564;1;;6;KILOGRAM;Ego;;Htx6500;;;;snoeien_en_zagen;;;;;;;;;;;;;;heggenschaar;;;;;;;;;;;;65_cm;;1;;;;;;;;;;;;;;;;;;;;1;;;;;tot_90_minuten;Professioneel;80;DECIBEL;90;DECIBEL;;;;;;0 - 10 kg;;;3.90;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;33;MILLIMETER;lasergesneden_dubbelzijdig_snijblad;0;;borstelloos;;;;3200;;;;;;;;;;;;;;;;;;een_snelheid;33mm;;;;;;;33;MILLIMETER;;;;;;3_2en3_9;HTX6500;;;;;;;;;;;;;;;;;;;dubbele_werking_dubbelzijdig_snijblad;;accugedreven;;;;;;;;;;;;;;;;files/20100083/product_image_1/20100083-1.jpg;;;;;;;;;;https://youtu.be/YdvpeIRqD1Q;;;;;20100009,20100087,20100106,20100560;;;20100009,20100105,20100629;
20100023;alle_producten,be15020005,dl_ego,ego15020005,sdl15020005,tmc15020005;1;Ego heggenschaar ht6500e 0260053002;247.10;2;06924969108499;1;;3.80;KILOGRAM;Ego;;Ht6500e;;;;snoeien_en_zagen;;;;;;;;;;;;;;heggenschaar;;;;;;;;;;;;65_cm;;1;;;;;;;;;;;;;;;;;;;;1;;;;;tot_110_minuten;semi_professioneel;80;DECIBEL;93;DECIBEL;;;;;;0 - 10 kg;;;3.80;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;33;MILLIMETER;lasergesneden_diamantgeslepen;0;;borstelloos;;;;3200;;;;;;;;;;;;;;;;;;twee_snelheden;33mm;;;;;;;20;MILLIMETER;;;;;;4_5en5_1;HT6500E;;;;;;;;;;;;;;;;;;;dubbele_werking_dubbelzijdig_snijblad;;accugedreven;;;;;files/20100023/product_document_1/HT6500E_65cm_hedge_trimmer_EGO_EU_Manual_0803.compressed.pdf;;;;;;;;;;;files/20100023/product_image_1/20100023-1.jpg;;;;;;;;;;https://youtu.be/YdvpeIRqD1Q;;;;;20100009,20100106;;;20100009,20100106,20100545;
20100022;alle_producten,be15020005,dl_ego,ego15020005,sdl15020005,tmc15020005;1;Ego heggenschaar ht5100e 0260053001;230.57;2;06924969108482;1;;3.60;KILOGRAM;Ego;;Ht5100e;;;;snoeien_en_zagen;;;;;;;;;;;;;;heggenschaar;;;;;;;;;;;;65_cm;;1;;;;;;;;;;;;;;;;;;;;1;;;;;tot_110_minuten;semi_professioneel;79;DECIBEL;92;DECIBEL;;;;;;0 - 10 kg;;;3.60;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;33;MILLIMETER;lasergesneden_diamantgeslepen;0;;borstelloos;;;;3200;;;;;;;;;;;;;;;;;;twee_snelheden;33mm;;;;;;;20;MILLIMETER;;;;;;3_5en4_9;HT5100E;;;;;;;;;;;;;;;;;;;dubbele_werking_enkelzijdig_snijblad;;accugedreven;;;;;;;;;;;;;;;;files/20100022/product_image_1/20100022-1.jpg;;;;;;;;;;https://youtu.be/YdvpeIRqD1Q;;;;;20100008,20100595;;;20100008,20100545,20100595;
20100502;alle_producten,be15020005,dl_ego,ego15020005,sdl15020005,tmc15020005;1;Ego heggenschaar ht2410e;180.99;2;06924969113905;1;;4.70;KILOGRAM;Ego;;20100002;Ht2400e;;;snoeien_en_zagen;;;;;;;;;;;;;;heggenschaar;;;;;;;;;;;;60_cm;;1;;;;;;;;;;;;;;;;;;;;0;;;;;tot_225_minuten;Particulier;84;DECIBEL;94;DECIBEL;;;;;;;;;2.80;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;26;MILLIMETER;lasergesneden_diamantgeslepen;0;;borstelloos;;;;2600;;;;;;;;;;;;;;;;;;een_snelheid;26mm;;;;;;;17;MILLIMETER;;;;;;1_5en2_0;HT2410E;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100502/product_image_1/20100502-1.jpg;;;;;;;;;;https://youtu.be/YdvpeIRqD1Q;;;;;20100008,20100595;;;20100008,20100545,20100595;
20100545;alle_producten,be15020005,dl_ego,ego15020005,sdl15020005,tmc15020005;1;Ego grasschaar cht2001e kit (incl accu en lader) ch2001e;81.81;2;06924969113837;1;Overdoos van 12, display van 6.;1.922;KILOGRAM;Ego;;Cht2001e;;;;snoeien_en_zagen;;;;;;;;;;;;;;grasschaar;;;;;;;;;;;;20_cm;;0;;;;;;;;;;;;;;;;;;;;;;;;;tot_70_minuten;Particulier;;;;;;;;;;;1.13;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;8;MILLIMETER;lasergesneden;1;;;;;;2400;3.50;HOUR;;;;;;;;;;;;;;;;een_snelheid;;;;;;;;;;;;;;;;CHT2001E;;;;;;;;;;;;;;;;;;;dubbele_werking_enkelzijdig_snijblad;;accugedreven;;;;;;;;;;;;;;;;files/20100545/product_image_1/20100545-1.jpg;files/20100545/product_image_2/20100545-2.jpg;;;;;;;;;;;;;;;;;;
20100064;alle_producten,be15001500,dl_ego,ego15001500,sdl15001520,tmc15001520;1;Ego zaag deel psa1000e multitool;131.40;2;06924969111000;1;;2.20;KILOGRAM;Ego;;Psa1000e;;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;0 - 10 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100064/product_image_1/20100064-1.jpg;;;;;;;;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;;
20100067;alle_producten,be15001500,dl_ego,ego15001500,sdl15001520,tmc15001520;1;Ego verleng deel ep7501 multitool 0340169191(ep7500);90.08;2;06924969111024;1;;2.40;KILOGRAM;Ego;;Ep7501;;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100067/product_image_1/20100067-1.jpg;;;;;;;;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;;
20100062;alle_producten,be15001500,dl_ego,ego15001500,sdl15001520,tmc15001520;1;Ego trim deel (mes) bca1200e multitool 0260056002;90.08;2;06924969110966;1;;1.60;KILOGRAM;Ego;;Bca1200e;;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;0 - 10 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100062/product_image_1/20100062-1.jpg;;;;;;;;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;;
20100061;alle_producten,be15001500,dl_ego,ego15001500,sdl15001520,tmc15001520;1;Ego trim deel (draad) sta1500emultitool 0260056012;90.08;2;06924969110959;1;;1.47;KILOGRAM;Ego;;Sta1500;;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100061/product_image_1/20100061-1.jpg;;;;;;;;;;;;;;;;;;;
20100089;alle_producten,be15001500,dl_ego,ego15001500,sdl15001510,tmc15001510;1;Ego ph1400e hta2000 psa1000 multitool kit mhcc1002e;676.85;2;06924969112373;1;+ 2.5 amp accu en snellader;7.30;KILOGRAM;Ego;;20100615;Mhcc1002e;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100089/product_image_1/20100089-1.jpg;files/20100089/product_image_2/20100089-2.jpg;files/20100089/product_image_3/20100089-3.jpg;files/20100089/product_image_4/20100089-4.jpg;files/20100089/product_image_5/20100089-5.jpg;files/20100089/product_image_6/20100089-6.jpg;;;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;;
28700032;alle_producten,be15001500,dl_ego,ego15001500,sdl15001520,tmc15001520;1;Ego multitool tas bmh1000;74.37;2;02080000354257;1;;0;KILOGRAM;Ego;;;;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700032/product_image_1/28700032-1.jpg;files/28700032/product_image_2/28700032-2.jpg;;;;;;;;;;;;;;;;;;
20100090;alle_producten,be15001500,dl_ego,ego15001500,sdl15001510,tmc15001510;1;Ego multitool kit mhsc2002e 0330136001;990.90;2;06924969112366;1;;12.90;KILOGRAM;Ego;;20100620;Mhsc2002e;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100090/product_image_1/20100090-1.jpg;files/20100090/product_image_2/20100090-2.jpg;files/20100090/product_image_3/20100090-3.jpg;files/20100090/product_image_4/20100090-4.jpg;files/20100090/product_image_5/20100090-5.jpg;files/20100090/product_image_6/20100090-6.jpg;files/20100090/product_image_7/20100090-7.jpg;files/20100090/product_image_8/20100090-8.jpg;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;28700032;
20100065;alle_producten,be15001500,dl_ego,ego15001500,sdl15001520,tmc15001520;1;Ego kantsnijder deel ea0800e multitool;114.87;2;06924969110980;1;;2.40;KILOGRAM;Ego;;Ea0800e;;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100065/product_image_1/20100065-1.jpg;;;;;;;;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;;
20100063;alle_producten,be15001500,dl_ego,ego15001500,sdl15001520,tmc15001520;1;Ego heggenschaar deel hta2000 long multitool;197.52;2;06924969110973;1;;2.70;KILOGRAM;Ego;;Hta2000;;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;0 - 10 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100063/product_image_1/20100063-1.jpg;;;;;;;;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;;
20100575;alle_producten,be15001500,dl_ego,ego15001500,sdl15001520,tmc15001520;1;Ego heggenschaar deel hta2000s short multitool;180.99;2;06924969113790;1;;3.10;KILOGRAM;Ego;;Hta2000s;;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100575/product_image_1/20100575-1.jpg;;;;;;;;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;;
20100580;alle_producten,be15001500,dl_ego,ego15001500,sdl15001520,tmc15001520;1;Ego cultivator deel cta9500 multitool;180.99;2;06924969113783;1;;5;KILOGRAM;Ego;;Cta9500;;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100580/product_image_1/20100580-1.jpg;files/20100580/product_image_2/20100580-2.jpg;files/20100580/product_image_3/20100580-3.jpg;;;;;;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;;
20100060;alle_producten,be15001500,dl_ego,ego15001500,sdl15001510,tmc15001510;1;Ego power unit ph1400e multitool;222.31;2;06924969110942;1;;2.70;KILOGRAM;Ego;;Ph1400e;;;;multitools;;;;;;;;;;;;;;multitool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100060/product_image_1/20100060-1.jpg;;;;;;;;;;https://youtu.be/TA4T_mt5bBI;;;;;;;;;
28700115;alle_producten,be10401020,dl_ego,ego10401020,sdl10401020,tmc10401020;1;Ego maaikop ah3800 2825606001 voor bcx3800;24.78;2;06924969112489;1;;0;KILOGRAM;Ego;;28500852;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;maaikop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AH3800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700115/product_image_1/28700115-1.jpg;;;;;;;;;;;;;;;;;;;
28700090;alle_producten,be10401010,dl_ego,ego10401010,sdl10401010,tmc10401010;1;Maaidraad al2415t 15m 2.4mm maaidraad st1500 bc1500;9.90;2;06924969110003;1;Voor alle trimmers met een diameter van35-38cm;0;KILOGRAM;Ego;;28700181;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;maaidraad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oranje;;15;METER;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AL2415T;gedraaid;;;;;;;;;;;;;gedraaid;;;;;;;;;;;;;;;;;;;;;;;files/28700090/product_image_1/AL2415T_EGO 15M 2.4MM TWIST LINE FOR ST1500E_ BC1500E.png;;;;;;;;;;;;;;;;;;;
28700132;alle_producten,be10401020,dl_ego,ego10401020,sdl10401020,tmc10401020;1;Ego any insert maaikop ah1531 st1530 bc3800 sta1500;24.78;2;02080000389518;1;Ook voor de bcx3800;0;KILOGRAM;Ego;;28700077;28500755;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;maaikop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AH1531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700132/product_image_1/28700132-1.jpg;files/28700132/product_image_2/28700132-2.jpg;;;;;;;;;;;;;;;;;;
28700131;alle_producten,be10401020,dl_ego,ego10401020,sdl10401020,tmc10401020;1;Ego any insert maaikop ah1530 0340169839;24.78;2;02080000388726;1;;0;KILOGRAM;Ego;;28700076;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;maaikop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AH1530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700131/product_image_1/28700131-1.jpg;;;;;;;;;;;;;;;;;;;
28700015;alle_producten,be10401025,dl_ego,ego10401025,sdl10403020,tmc10403020;1;Ego standaardmes ab2100 voor lm2102e;23.13;2;06924969110034;1;;0;KILOGRAM;Ego;;;;;;toebehoren_maaimachines;;;;;;;;;;;;;;standaardmes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AB2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700015/product_image_1/28700015-1.jpg;;;;;;;;;;;;;;;;;;;
28700010;alle_producten,be10401025,dl_ego,ego10401025,sdl10403020,tmc10403020;1;Ego standaardmes ab2000 3705369002 = 0340164342 mulch;19;2;06924969107416;1;;0;KILOGRAM;Ego;;;;;;toebehoren_maaimachines;;;;;;;;;;;;;;standaardmes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AB2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700010/product_image_1/28700010-1.jpg;;;;;;;;;;;;;;;;;;;
28700005;alle_producten,be10401025,dl_ego,ego10401025,sdl10403020,tmc10403020;1;Ego high-lift mes ab2101 lm2102e 0340164805;23.13;2;06924969108567;1;;0;KILOGRAM;Ego;;28500383;;;;toebehoren_maaimachines;;;;;;;;;;;;;;high_lift_mes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AB2101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700005/product_image_1/28700005-1.jpg;;;;;;;;;;;;;;;;;;;
28700000;alle_producten,be10401025,dl_ego,ego10401025,sdl10403020,tmc10403020;1;Ego high-lift mes ab2001 lm2001e, lm2014e;20.65;2;06924969110027;1;;0;KILOGRAM;Ego;;28500300;;;;toebehoren_maaimachines;;;;;;;;;;;;;;high_lift_mes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AB2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700000/product_image_1/28700000-1.jpg;;;;;;;;;;;;;;;;;;;
28700137;alle_producten,be10401020,dl_ego,ego10401020,sdl10401020,tmc10401020;1;Ego ah1520 powerload head;41.31;2;02080000398954;1;;0;KILOGRAM;Ego;;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;maaikop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AH1520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700137/product_image_1/28700137-1.jpg;;;;;;;;;;;;;;;;;;;
28700133;alle_producten,be10401025,dl_ego,ego10401025,sdl10403020,tmc10403020;1;Ego ab1701 standaard mes;15.69;2;02080000398916;1;;0;KILOGRAM;Ego;;;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;mes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AB1701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700133/product_image_1/28700133-1.jpg;;;;;;;;;;;;;;;;;;;
28700078;alle_producten,be10401025,dl_ego,ego10401025,sdl10401025,tmc10401025;1;Ego 3tandsmes abb1203 bca1200,sta1500,bc(x)3800;20.65;2;06924969111215;1;Onderdeelnr is 340169192;0;KILOGRAM;Ego;;28700102;;;;bosmaaiers_en_trimmers;;;;;;;;;;;;;;3tandsmes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABB1203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700078/product_image_1/28700078-1.jpg;;;;;;;;;;;;;;;;;;;
